id_pedido,id_cliente,data_pedido,canal,valor_bruto,desconto,categoria,subcategoria,prazo_estimado_dias,prazo_real_dias,avaliacao
1040,138,2025-08-18,Web,9572.34,877.9,Livros,Notebook,2,2,3
1041,203,2024-08-11,Web,4136.67,185.88,Livros,Infantil,1,1,5
1042,152,2025-03-31,Web,6002.78,385.28,Eletrônicos,Notebook,3,5,4
1043,319,2024-12-10,Web,1940.44,326.59,Esporte,Garrafa,5,3,5
1044,255,2024-11-20,Web,2225.43,490.58,Esporte,Bicicleta,10,9,4
1045,331,2024-03-18,Web,161.28,16.49,Livros,Não-ficção,4,5,5
1046,330,2024-03-21,App,8072.24,866.29,Eletrônicos,Tablet,4,3,3
1047,346,2024-12-03,Web,1860.74,365.89,Beleza,Aspirador,1,3,3
1048,438,2025-07-10,App,579.77,27.25,Beleza,Creme,1,1,5
1049,178,2025-02-17,App,18893.43,1667.57,Livros,Não-ficção,3,1,5
1050,117,2024-08-20,App,1044.07,38.45,Casa & Cozinha,Filtro de Água,6,7,4
1051,403,2025-07-19,App,1525.19,130.99,Beleza,Bola,1,1,4
1052,97,2025-03-15,App,2826.53,244.42,Casa & Cozinha,Bicicleta,2,6,3
1053,192,2024-05-22,Web,7761.87,770.64,Eletrônicos,Smartphone,2,2,4
1054,338,2024-12-29,Web,1532.57,282.53,Esporte,Garrafa,4,5,4
1055,354,2025-07-04,Web,3731.57,120.15,Livros,Notebook,7,8,4
1056,488,2024-12-04,Web,1720.86,407.33,Livros,Camiseta,2,1,4
1057,201,2024-03-06,Web,4300.38,493.22,Eletrônicos,TV,8,8,4
1058,493,2025-04-07,App,384.47,36.46,Casa & Cozinha,Cafeteira,4,4,4
1059,284,2024-06-30,Web,6180.08,527.77,Livros,Notebook,8,9,4
1060,494,2025-01-30,Web,183.13,14.32,Livros,Educação,1,1,5
1061,30,2025-01-12,Web,230.98,3.0,Esporte,Garrafa,5,6,3
1062,57,2024-05-12,Web,1575.82,135.72,Eletrônicos,Fone de Ouvido,6,3,4
1063,463,2024-07-30,Web,4450.4,451.26,Esporte,Bicicleta,11,8,5
1064,341,2025-05-01,Web,1277.67,122.63,Beleza,Maquiagem,2,2,4
1065,142,2024-07-25,Web,1254.28,137.91,Eletrônicos,Fone de Ouvido,7,8,4
1066,310,2024-09-09,Web,1879.26,198.1,Esporte,Bola,2,1,4
1067,452,2025-04-12,Web,3267.24,366.25,Beleza,Creme,3,1,4
1068,222,2025-04-13,Web,733.59,40.35,Livros,Infantil,3,4,4
1069,123,2024-06-10,Web,6247.8,296.57,Beleza,Creme,3,3,4
1070,112,2025-05-20,Web,1744.22,223.96,Casa & Cozinha,Liquidificador,3,1,3
1071,393,2024-11-29,Web,1076.85,304.44,Casa & Cozinha,Aspirador,6,5,5
1072,237,2024-01-28,Web,2552.61,103.02,Esporte,Camiseta,8,9,5
1073,100,2025-02-10,Web,1219.51,272.27,Casa & Cozinha,Liquidificador,3,5,4
1074,384,2025-04-20,Web,165.15,9.37,Livros,HQ,2,1,5
1075,366,2025-03-24,Web,2099.4,182.82,Casa & Cozinha,Smartphone,7,5,4
1076,380,2025-02-04,Web,5942.01,662.43,Beleza,Smartphone,3,4,5
1077,111,2024-02-05,App,2225.43,28.92,Esporte,Bicicleta,4,2,4
1078,429,2025-06-19,App,7839.85,1570.37,Eletrônicos,Camiseta,8,9,5
1079,307,2024-01-05,Web,1938.62,134.53,Casa & Cozinha,Aspirador,7,6,4
1080,192,2024-09-01,Web,5318.07,277.58,Eletrônicos,Notebook,5,5,4
1081,173,2024-07-15,App,4747.72,304.29,Eletrônicos,TV,6,5,5
1082,426,2024-06-20,App,69.15,6.7,Livros,Não-ficção,1,1,5
1083,168,2024-11-26,Web,2153.7,367.24,Casa & Cozinha,Aspirador,8,4,4
1084,203,2025-03-14,Web,545.64,85.45,Esporte,Tênis,2,1,4
1085,8,2025-02-15,App,238.63,24.0,Casa & Cozinha,Filtro de Água,3,3,5
1086,34,2024-10-12,App,11905.02,1639.26,Eletrônicos,Fone de Ouvido,2,1,5
1087,211,2024-11-04,App,6156.13,1095.41,Eletrônicos,TV,11,10,5
1088,406,2025-08-05,Web,3273.31,182.87,Beleza,Maquiagem,2,1,5
1089,342,2025-05-08,Web,82.63,4.94,Livros,Infantil,5,3,5
1090,262,2024-08-26,Web,7246.11,595.92,Casa & Cozinha,Filtro de Água,9,7,4
1091,64,2024-11-12,Web,378.53,50.55,Beleza,Shampoo,2,1,4
1092,31,2024-05-20,Web,1334.67,121.56,Casa & Cozinha,Panela,7,7,5
1093,329,2024-02-08,Web,2484.22,402.31,Beleza,Bicicleta,5,8,2
1094,403,2024-02-10,Web,3326.39,258.11,Beleza,Creme,5,7,3
1095,128,2024-08-15,App,494.34,35.29,Beleza,Maquiagem,5,5,5
1096,323,2024-01-07,Web,1307.58,108.66,Casa & Cozinha,Aspirador,8,7,4
1097,73,2024-07-28,Web,133.1,8.14,Livros,HQ,5,5,4
1098,478,2024-07-28,Web,2277.37,322.8,Esporte,Bola,4,6,2
1099,370,2024-07-21,Web,136.09,0.0,Beleza,Shampoo,3,3,3
1100,296,2025-04-04,App,164.01,8.43,Livros,Ficção,6,5,5
1101,498,2025-01-03,Web,1928.18,4.53,Esporte,Bicicleta,1,2,4
1102,313,2025-03-19,App,4806.17,401.19,Livros,Camiseta,3,1,5
1103,154,2025-09-01,Web,1885.9,91.54,Beleza,Shampoo,2,1,3
1104,146,2025-01-19,Web,491.53,27.61,Beleza,Protetor Solar,5,3,4
1105,241,2024-07-19,Web,12404.08,1105.83,Eletrônicos,Smartphone,2,4,5
1106,374,2025-01-18,Web,8156.73,0.0,Esporte,Camiseta,6,6,4
1107,210,2024-02-09,App,183.11,23.32,Livros,Infantil,4,3,4
1108,391,2025-03-22,App,742.97,44.37,Beleza,Não-ficção,6,5,4
1109,189,2024-02-29,App,1141.81,61.15,Beleza,Shampoo,5,4,3
1110,347,2024-01-29,App,604.56,21.44,Beleza,Bola,5,2,5
1111,127,2025-09-08,Web,6668.54,918.09,Casa & Cozinha,Smartphone,9,8,3
1112,365,2025-01-28,Web,7494.62,274.08,Livros,Educação,1,1,5
1113,85,2025-03-13,Web,188.63,25.53,Livros,Educação,3,1,4
1114,196,2025-08-23,Web,1012.05,71.08,Eletrônicos,Tablet,4,1,4
1115,294,2024-12-18,App,232.66,39.18,Casa & Cozinha,Aspirador,6,5,5
1116,204,2024-11-11,Web,126.75,21.98,Livros,Ficção,2,5,3
1117,36,2025-03-03,Web,2925.32,207.38,Casa & Cozinha,Bicicleta,6,8,3
1118,69,2024-07-21,Web,1118.46,236.59,Eletrônicos,TV,7,4,3
1119,417,2024-08-05,Web,2000.2,97.0,Casa & Cozinha,Cafeteira,3,2,3
1120,99,2024-09-22,App,7648.42,872.77,Casa & Cozinha,Bicicleta,3,3,4
1121,33,2024-12-16,Web,156.98,24.3,Livros,Ficção,1,1,5
1122,52,2024-01-10,Web,4439.35,417.44,Livros,Infantil,1,1,4
1123,109,2025-06-18,App,389.52,65.16,Livros,Educação,4,2,5
1124,390,2024-09-29,App,54.96,3.71,Beleza,Protetor Solar,5,6,4
1125,173,2025-01-14,App,95.92,15.35,Beleza,Maquiagem,7,7,5
1126,482,2025-01-04,App,14797.14,1178.56,Eletrônicos,Fone de Ouvido,1,1,5
1127,448,2024-12-04,App,2772.13,593.56,Esporte,Garrafa,8,7,5
1128,455,2024-05-22,Web,181.97,19.99,Livros,Educação,1,2,5
1129,359,2024-09-11,Web,208.84,0.0,Livros,Não-ficção,5,3,4
1130,327,2024-11-25,Web,9896.52,1429.4,Eletrônicos,Notebook,10,10,5
1131,377,2024-11-29,App,156.98,22.08,Livros,Ficção,1,3,4
1132,314,2024-03-24,Web,3931.66,159.76,Livros,Camiseta,1,1,4
1133,267,2025-08-08,App,4731.12,507.32,Casa & Cozinha,Notebook,7,6,4
1134,427,2025-07-15,App,6676.95,309.16,Esporte,Bola,8,7,4
1135,247,2025-07-07,Web,1012.05,0.0,Eletrônicos,Tablet,3,3,4
1136,367,2024-01-30,Web,4397.72,689.68,Beleza,Camiseta,3,8,3
1137,344,2024-05-06,App,2696.31,120.64,Beleza,Tablet,1,1,5
1138,308,2024-03-07,App,1227.98,99.73,Esporte,Camiseta,2,1,5
1139,402,2025-07-29,App,1044.07,142.08,Casa & Cozinha,Filtro de Água,6,7,3
1140,60,2024-10-24,Web,908.99,47.69,Casa & Cozinha,Aspirador,5,4,4
1141,60,2025-08-09,Web,6465.16,274.54,Livros,Camiseta,4,2,4
1142,199,2025-03-09,Web,915.42,36.83,Casa & Cozinha,Liquidificador,6,3,5
1143,309,2025-08-27,Web,94.44,3.47,Livros,Educação,5,4,4
1144,162,2024-05-28,App,446.23,38.18,Casa & Cozinha,Filtro de Água,4,3,3
1145,234,2024-05-30,App,4121.22,311.49,Eletrônicos,Notebook,11,13,4
1146,159,2025-05-29,App,49.87,8.59,Livros,Infantil,4,4,5
1147,425,2024-08-08,Web,4398.81,193.2,Eletrônicos,Camiseta,5,6,3
1148,424,2024-08-03,App,6703.25,273.63,Casa & Cozinha,Filtro de Água,6,4,4
1149,418,2024-06-12,App,54.96,6.77,Beleza,Protetor Solar,5,7,3
1150,243,2024-12-22,App,183.16,39.73,Livros,Educação,2,1,5
1151,145,2024-07-18,App,4747.72,395.43,Eletrônicos,TV,9,7,5
1152,386,2025-08-17,App,37.38,3.85,Beleza,Creme,5,4,5
1153,84,2025-08-14,Web,2799.15,88.14,Beleza,Creme,1,2,5
1154,101,2024-01-10,Web,19084.81,1775.05,Casa & Cozinha,Camiseta,10,13,3
1155,475,2024-02-27,Web,8171.2,892.25,Casa & Cozinha,Não-ficção,9,9,4
1156,207,2024-09-07,Web,199.34,34.22,Livros,Ficção,1,1,4
1157,306,2024-06-25,App,1012.05,114.12,Eletrônicos,Tablet,5,5,4
1158,443,2025-01-26,Web,6419.37,692.88,Eletrônicos,Smartphone,5,7,3
1159,251,2025-06-05,Web,114.27,10.57,Livros,Infantil,1,2,4
1160,407,2025-08-30,Web,2365.8,10.88,Esporte,Bicicleta,8,8,4
1161,65,2024-04-11,Web,473.86,76.53,Livros,Educação,3,1,3
1162,202,2025-07-23,App,580.65,62.47,Livros,Educação,4,4,5
1163,276,2024-05-07,App,1120.15,127.49,Casa & Cozinha,Liquidificador,5,5,4
1164,307,2024-07-03,Web,248.44,23.76,Beleza,Maquiagem,1,4,3
1165,66,2025-08-11,Web,134.22,24.51,Livros,HQ,1,3,3
1166,386,2024-02-05,Web,203.37,5.93,Beleza,Creme,2,1,5
1167,279,2024-06-24,Web,6669.87,334.07,Beleza,Creme,2,1,5
1168,151,2025-06-30,Web,594.11,0.0,Beleza,Maquiagem,5,2,4
1169,311,2025-07-05,Web,2930.26,230.89,Beleza,Notebook,5,4,3
1170,439,2024-08-08,App,1615.56,112.34,Casa & Cozinha,Filtro de Água,11,12,4
1171,217,2024-03-17,Web,1482.2,0.0,Casa & Cozinha,Panela,7,9,3
1172,43,2024-09-17,App,4027.22,5.34,Casa & Cozinha,Educação,7,7,3
1173,357,2024-07-16,App,1567.4,161.32,Livros,Não-ficção,1,1,4
1174,404,2025-03-20,Web,8073.14,1167.85,Beleza,Tablet,5,4,4
1175,46,2025-01-06,App,2246.85,233.46,Casa & Cozinha,Filtro de Água,4,1,5
1176,497,2024-08-15,Web,95.22,8.62,Casa & Cozinha,Liquidificador,5,4,4
1177,373,2024-11-09,Web,1239.55,346.06,Beleza,Educação,5,2,4
1178,312,2024-04-11,App,1683.72,236.69,Esporte,Camiseta,5,5,4
1179,413,2025-06-28,Web,2772.97,296.08,Livros,Garrafa,5,4,3
1180,337,2024-05-09,Web,5308.26,1070.31,Beleza,Fone de Ouvido,2,4,4
1181,190,2024-09-12,App,1825.55,91.25,Esporte,Bola,7,10,4
1182,182,2025-04-24,Web,2880.75,368.95,Esporte,Bicicleta,9,8,4
1183,368,2024-08-22,Web,2739.41,151.36,Beleza,Maquiagem,1,2,4
1184,123,2024-04-05,Web,156.91,6.82,Beleza,Creme,3,2,5
1185,253,2024-01-11,App,342.32,49.06,Livros,Não-ficção,4,3,5
1186,70,2025-05-06,Web,283.85,25.36,Livros,Educação,1,1,4
1187,467,2024-01-08,App,1614.02,134.03,Beleza,Protetor Solar,7,3,4
1188,472,2025-06-24,App,6003.12,216.95,Esporte,Bola,6,5,5
1189,346,2025-06-20,App,1717.54,107.14,Esporte,Tênis,12,14,3
1190,264,2024-12-27,App,1075.34,172.44,Esporte,Camiseta,6,8,2
1191,497,2024-04-25,Web,1234.36,174.69,Livros,HQ,4,6,4
1192,136,2024-08-06,Web,3441.9,225.3,Casa & Cozinha,Camiseta,7,7,4
1193,492,2025-06-11,App,816.86,0.0,Esporte,Bola,7,7,5
1194,435,2025-05-14,Web,427.88,28.81,Esporte,Bola,4,1,4
1195,182,2024-04-19,Web,5832.13,890.81,Esporte,Garrafa,1,1,5
1196,271,2025-06-10,App,86.23,4.43,Livros,Ficção,5,2,4
1197,394,2024-09-13,Web,579.77,121.35,Beleza,Creme,4,6,4
1198,457,2024-07-05,Web,2710.2,0.0,Esporte,Bicicleta,9,8,4
1199,225,2024-06-14,Web,3430.17,272.36,Eletrônicos,Smartphone,2,3,3
1200,57,2024-07-13,Web,1376.86,173.07,Esporte,Garrafa,7,6,5
1201,462,2024-02-02,Web,193.2,12.18,Livros,Ficção,4,3,5
1202,137,2024-05-01,Web,1263.65,88.9,Beleza,Maquiagem,1,2,5
1203,205,2025-05-28,App,2257.13,238.05,Casa & Cozinha,Camiseta,4,3,5
1204,11,2024-05-09,Web,62.02,10.52,Beleza,Shampoo,3,4,3
1205,425,2024-12-16,Web,10127.67,1948.01,Eletrônicos,Bicicleta,1,1,4
1206,43,2025-03-15,Web,85.2,10.39,Livros,Não-ficção,4,4,4
1207,144,2024-04-27,App,6405.87,767.56,Beleza,Bicicleta,7,6,4
1208,93,2024-07-12,App,1660.65,238.61,Casa & Cozinha,Filtro de Água,9,9,4
1209,141,2024-07-15,App,466.21,42.13,Casa & Cozinha,Aspirador,7,8,5
1210,27,2025-01-24,Web,944.14,26.07,Casa & Cozinha,Filtro de Água,5,6,5
1211,219,2025-05-05,Web,3803.65,91.07,Eletrônicos,Fone de Ouvido,9,9,4
1212,138,2025-01-07,Web,1890.49,117.07,Esporte,Garrafa,6,8,4
1213,459,2024-02-18,Web,494.34,38.69,Beleza,Maquiagem,5,3,5
1214,242,2024-10-13,App,426.64,31.61,Casa & Cozinha,Cafeteira,8,10,3
1215,252,2025-01-07,Web,6202.04,1037.08,Eletrônicos,Smartphone,6,6,4
1216,395,2024-05-13,Web,2283.84,0.0,Livros,Educação,3,2,5
1217,142,2024-08-03,Web,5141.13,545.81,Eletrônicos,TV,2,3,2
1218,381,2025-09-08,Web,3052.35,280.81,Casa & Cozinha,Aspirador,5,3,4
1219,39,2025-07-13,App,333.15,0.51,Livros,Ficção,1,1,4
1220,104,2025-06-30,App,1307.58,156.61,Casa & Cozinha,Aspirador,8,7,5
1221,365,2024-09-15,App,413.82,31.05,Beleza,Protetor Solar,3,4,4
1222,368,2024-04-30,App,1890.49,224.1,Esporte,Garrafa,7,7,4
1223,488,2025-05-30,App,549.17,48.42,Beleza,Perfume,6,7,5
1224,67,2024-10-23,Web,725.9,0.0,Casa & Cozinha,Camiseta,10,10,4
1225,263,2024-03-17,Web,2668.22,404.75,Livros,Camiseta,1,1,4
1226,140,2024-07-30,Web,1055.84,0.0,Casa & Cozinha,Filtro de Água,7,7,4
1227,5,2025-06-09,Web,346.45,6.86,Beleza,Educação,4,4,4
1228,363,2024-10-01,Web,3298.84,597.93,Eletrônicos,Notebook,7,7,4
1229,150,2024-02-10,App,3432.17,75.75,Beleza,Perfume,1,2,4
1230,422,2024-08-03,Web,300.46,8.64,Beleza,Protetor Solar,1,1,5
1231,498,2025-01-12,Web,1160.45,116.05,Beleza,HQ,1,1,3
1232,30,2024-01-11,App,525.03,44.48,Beleza,Perfume,4,4,4
1233,498,2024-01-17,Web,7451.99,496.17,Beleza,Camiseta,4,7,3
1234,113,2024-11-28,Web,4137.02,940.95,Casa & Cozinha,Camiseta,9,9,4
1235,223,2025-01-12,Web,106.58,6.49,Livros,Não-ficção,1,1,4
1236,95,2024-06-29,Web,237.8,0.42,Casa & Cozinha,Cafeteira,7,9,3
1237,11,2024-11-13,Web,665.11,117.38,Esporte,Camiseta,5,5,5
1238,97,2024-03-12,Web,816.18,1.62,Esporte,Bola,3,5,3
1239,497,2025-02-16,Web,6202.04,560.62,Eletrônicos,Smartphone,5,7,4
1240,194,2025-01-28,Web,3713.83,244.83,Beleza,Notebook,2,2,4
1241,308,2024-01-14,App,5141.13,683.25,Eletrônicos,TV,5,3,4
1242,419,2024-12-12,App,1073.08,197.86,Casa & Cozinha,Liquidificador,2,2,3
1243,289,2025-03-30,App,64.4,8.31,Livros,Ficção,2,2,4
1244,29,2025-07-10,App,2376.64,270.47,Casa & Cozinha,Smartphone,8,7,3
1245,152,2024-04-15,Web,5980.9,142.59,Casa & Cozinha,Filtro de Água,12,13,4
1246,336,2024-10-20,Web,9332.74,532.01,Livros,Camiseta,3,1,4
1247,490,2024-10-15,Web,4646.64,542.29,Casa & Cozinha,Liquidificador,1,1,4
1248,459,2024-02-14,App,181.97,0.0,Livros,Educação,4,5,5
1249,93,2025-03-11,Web,440.66,11.29,Beleza,Creme,3,2,3
1250,470,2025-05-26,App,9762.36,105.97,Eletrônicos,Tablet,6,4,4
1251,229,2025-05-04,App,2054.55,228.76,Esporte,Bicicleta,5,7,4
1252,143,2024-05-28,Web,4080.36,192.89,Esporte,Maquiagem,6,6,4
1253,326,2024-12-07,Web,4744.76,619.66,Esporte,Camiseta,5,5,4
1254,275,2024-08-23,Web,1536.67,171.88,Livros,Educação,3,2,3
1255,384,2024-08-12,App,2050.37,261.73,Eletrônicos,Smartphone,4,3,4
1256,436,2024-01-18,Web,1393.42,182.08,Casa & Cozinha,Liquidificador,9,8,5
1257,31,2024-12-23,Web,2635.5,422.86,Beleza,Creme,6,5,4
1258,468,2025-03-07,Web,18781.46,3009.29,Casa & Cozinha,Liquidificador,8,7,4
1259,14,2025-03-10,Web,7780.75,534.79,Livros,Tablet,6,5,4
1260,81,2024-01-31,Web,320.27,48.44,Beleza,Shampoo,1,2,4
1261,292,2025-03-02,Web,1073.08,148.47,Casa & Cozinha,Liquidificador,10,12,3
1262,358,2024-11-02,Web,8365.19,2000.42,Eletrônicos,Bicicleta,1,1,4
1263,452,2024-02-02,App,466.5,44.44,Casa & Cozinha,Panela,9,8,5
1264,427,2025-03-09,App,458.62,30.91,Livros,Infantil,1,1,3
1265,81,2024-10-05,App,915.42,64.33,Casa & Cozinha,Liquidificador,7,10,4
1266,206,2025-09-25,Web,56.68,4.86,Livros,HQ,1,1,4
1267,40,2025-04-24,Web,2276.83,237.84,Esporte,Camiseta,2,5,2
1268,332,2025-03-10,Web,7204.82,1853.1,Eletrônicos,Tablet,2,3,4
1269,399,2024-12-09,Web,147.41,35.96,Livros,HQ,2,2,4
1270,109,2025-09-03,Web,1935.18,178.34,Casa & Cozinha,Aspirador,5,5,3
1271,292,2025-08-01,Web,20849.48,1476.62,Eletrônicos,Maquiagem,4,5,3
1272,491,2025-02-11,Web,1571.25,178.21,Esporte,Camiseta,11,9,5
1273,499,2024-05-12,App,2651.74,334.51,Esporte,Garrafa,4,5,3
1274,258,2024-04-13,Web,3625.48,339.79,Eletrônicos,Notebook,1,1,5
1275,20,2024-10-24,Web,17115.31,1247.99,Eletrônicos,Tablet,5,5,5
1276,111,2024-05-24,App,161.28,13.46,Livros,Não-ficção,1,3,4
1277,374,2025-09-15,App,3348.42,74.24,Beleza,Protetor Solar,6,5,4
1278,221,2024-02-10,App,1367.32,101.78,Beleza,Camiseta,6,6,5
1279,39,2024-06-05,Web,12747.67,388.41,Eletrônicos,Maquiagem,3,4,5
1280,49,2025-04-10,Web,6944.04,302.4,Beleza,Panela,3,4,5
1281,364,2025-04-16,Web,393.28,52.35,Beleza,Shampoo,3,8,3
1282,227,2024-05-23,App,20536.28,2178.74,Beleza,Creme,4,3,2
1283,188,2025-06-08,App,17583.74,2005.98,Esporte,Tablet,6,6,5
1284,330,2024-02-28,App,134.22,21.51,Livros,HQ,5,6,3
1285,437,2024-04-17,Web,5856.1,411.95,Esporte,Garrafa,9,8,4
1286,115,2025-02-01,App,3028.85,384.09,Beleza,Protetor Solar,2,1,4
1287,419,2025-04-21,Web,8600.76,971.3,Eletrônicos,TV,5,4,4
1288,473,2025-02-10,App,321.07,21.18,Beleza,Protetor Solar,5,6,4
1289,176,2025-09-10,Web,7127.84,809.37,Livros,TV,5,4,5
1290,80,2025-04-26,Web,53.16,3.22,Livros,Infantil,3,3,4
1291,308,2025-01-24,Web,5038.54,681.46,Livros,Bicicleta,2,3,5
1292,351,2025-03-09,Web,7021.15,971.93,Casa & Cozinha,Tablet,8,7,4
1293,153,2025-04-07,App,163.32,0.0,Beleza,Perfume,4,1,4
1294,28,2024-04-04,App,203.37,14.87,Beleza,Creme,4,5,3
1295,179,2025-03-05,Web,1399.5,219.54,Casa & Cozinha,Panela,10,10,4
1296,224,2024-12-29,App,5549.64,1352.57,Livros,Smartphone,1,1,3
1297,40,2025-08-15,App,348.87,46.27,Beleza,Maquiagem,1,1,5
1298,460,2025-04-14,App,348.87,20.35,Beleza,Maquiagem,5,5,5
1299,497,2025-02-20,Web,3220.32,112.69,Casa & Cozinha,Bola,4,3,4
1300,297,2024-04-09,Web,2285.85,443.67,Casa & Cozinha,Garrafa,4,3,3
1301,308,2025-01-21,Web,1311.57,101.47,Casa & Cozinha,Aspirador,7,4,4
1302,296,2024-01-15,Web,567.5,70.97,Beleza,Creme,6,8,3
1303,258,2024-05-07,App,394.21,46.95,Esporte,Bola,5,5,4
1304,278,2025-03-12,Web,7289.49,432.59,Casa & Cozinha,TV,7,10,3
1305,284,2025-09-01,Web,417.22,16.55,Beleza,Creme,7,6,4
1306,353,2025-03-23,App,4858.35,593.32,Eletrônicos,Tablet,2,2,5
1307,333,2024-01-17,App,120.92,0.0,Livros,Não-ficção,5,3,5
1308,320,2025-07-11,Web,168.8,8.58,Livros,Infantil,1,1,5
1309,342,2024-10-23,App,408.09,63.16,Esporte,Bola,9,8,3
1310,59,2024-07-19,App,3411.89,173.46,Esporte,Camiseta,6,5,4
1311,451,2024-09-27,Web,2552.26,229.41,Beleza,Garrafa,1,4,3
1312,79,2025-01-18,App,348.87,11.09,Beleza,Maquiagem,3,1,4
1313,492,2025-08-08,App,1571.25,135.91,Esporte,Camiseta,2,1,5
1314,330,2025-02-06,App,4289.96,449.31,Livros,Bicicleta,4,6,4
1315,207,2024-11-21,Web,2223.5,614.08,Eletrônicos,TV,2,2,3
1316,65,2025-05-31,Web,3357.9,343.92,Beleza,Camiseta,1,1,3
1317,166,2024-07-27,Web,5415.42,311.68,Eletrônicos,Smartphone,3,6,4
1318,304,2024-06-05,Web,4799.84,197.89,Livros,Tablet,4,3,5
1319,67,2025-04-09,App,1463.82,75.06,Beleza,Shampoo,5,4,4
1320,100,2025-07-02,App,858.15,97.8,Beleza,Camiseta,4,3,5
1321,479,2024-05-27,App,12460.1,1016.16,Livros,Infantil,2,2,5
1322,63,2024-04-19,Web,237.8,37.4,Casa & Cozinha,Cafeteira,6,4,5
1323,254,2025-01-05,App,3393.41,204.45,Eletrônicos,TV,5,4,3
1324,12,2025-02-27,Web,16643.88,497.57,Esporte,Tablet,9,11,4
1325,153,2024-01-11,App,14236.2,1833.05,Casa & Cozinha,Notebook,7,6,4
1326,248,2025-09-20,Web,32.41,1.87,Livros,Educação,4,1,4
1327,475,2024-05-04,Web,3412.36,272.61,Eletrônicos,Smartphone,1,1,4
1328,390,2024-06-05,Web,1055.84,118.51,Casa & Cozinha,Filtro de Água,11,11,5
1329,71,2024-08-13,Web,1182.21,81.69,Beleza,Liquidificador,3,3,5
1330,48,2024-12-22,App,2490.53,492.87,Livros,Não-ficção,2,3,5
1331,473,2024-07-16,Web,1575.09,1.01,Beleza,Perfume,3,2,4
1332,53,2025-08-20,App,4480.96,110.06,Casa & Cozinha,Aspirador,7,6,4
1333,453,2025-04-01,Web,4707.58,508.11,Beleza,Maquiagem,3,4,5
1334,291,2024-12-27,Web,2932.04,277.2,Eletrônicos,Bola,7,8,4
1335,262,2024-09-16,Web,181.97,22.46,Livros,Educação,3,4,5
1336,16,2024-04-27,Web,1040.73,11.61,Casa & Cozinha,Cafeteira,9,7,4
1337,38,2024-08-08,App,248.44,16.37,Beleza,Maquiagem,2,1,4
1338,164,2024-01-12,App,53.16,7.21,Livros,Infantil,2,3,4
1339,461,2024-08-26,Web,238.63,36.2,Casa & Cozinha,Filtro de Água,1,1,4
1340,53,2025-07-28,Web,8284.11,593.79,Livros,Tablet,5,2,4
1341,388,2025-03-21,Web,92.41,11.0,Casa & Cozinha,Aspirador,6,5,5
1342,253,2025-05-25,Web,468.61,29.68,Casa & Cozinha,Liquidificador,4,4,4
1343,88,2025-09-07,Web,151.67,6.94,Livros,Infantil,2,1,5
1344,10,2025-08-12,App,2314.59,0.0,Beleza,Creme,6,5,5
1345,173,2024-01-17,Web,408.09,44.56,Esporte,Garrafa,4,4,4
1346,141,2024-11-20,App,103.51,16.49,Livros,HQ,6,4,4
1347,253,2025-09-19,Web,408.09,23.82,Esporte,Bola,7,8,4
1348,329,2024-05-04,App,8572.35,1040.97,Eletrônicos,Notebook,9,9,4
1349,166,2025-03-22,Web,2007.9,346.17,Esporte,Tênis,8,7,4
1350,276,2024-01-06,App,4150.02,0.0,Eletrônicos,Notebook,1,2,5
1351,353,2025-09-19,App,768.94,69.49,Casa & Cozinha,Cafeteira,1,1,5
1352,299,2025-04-16,Web,161.58,14.09,Casa & Cozinha,Panela,8,6,5
1353,455,2025-02-27,App,215.57,7.3,Livros,Educação,1,1,5
1354,251,2024-10-14,Web,4292.95,246.32,Casa & Cozinha,Filtro de Água,7,7,3
1355,43,2024-12-27,Web,11917.86,2633.93,Eletrônicos,Tablet,3,3,3
1356,111,2025-04-24,App,6438.87,509.55,Eletrônicos,TV,2,4,4
1357,417,2025-08-27,App,248.44,28.21,Beleza,Maquiagem,5,7,3
1358,160,2025-04-09,App,11966.19,1158.93,Casa & Cozinha,Filtro de Água,12,11,4
1359,318,2025-06-09,Web,1575.82,101.08,Eletrônicos,Fone de Ouvido,2,1,4
1360,85,2024-11-10,App,6317.71,1475.51,Casa & Cozinha,TV,6,5,5
1361,57,2024-09-03,Web,169.46,10.37,Beleza,Perfume,2,1,5
1362,339,2025-06-27,Web,66.55,10.92,Livros,HQ,2,1,4
1363,221,2024-08-05,Web,171.16,0.58,Livros,Não-ficção,3,4,5
1364,226,2024-10-06,Web,1227.98,195.75,Esporte,Camiseta,1,1,5
1365,217,2024-07-17,Web,96.31,8.2,Beleza,Perfume,3,2,4
1366,253,2025-06-15,Web,1254.55,161.27,Beleza,Shampoo,2,2,5
1367,19,2025-08-12,Web,3393.41,0.0,Eletrônicos,TV,6,3,5
1368,452,2025-09-27,App,665.11,45.73,Esporte,Camiseta,4,3,5
1369,376,2024-10-01,Web,834.84,81.92,Casa & Cozinha,Aspirador,4,1,5
1370,148,2025-09-02,Web,426.64,5.45,Casa & Cozinha,Cafeteira,6,9,4
1371,359,2025-09-29,Web,423.09,76.25,Beleza,Shampoo,3,1,5
1372,349,2024-03-12,Web,173.76,13.23,Esporte,Bola,1,1,3
1373,7,2025-04-30,Web,794.38,74.06,Beleza,Perfume,4,2,3
1374,88,2024-01-10,Web,5835.87,673.5,Livros,Smartphone,2,3,5
1375,149,2024-08-21,Web,161.58,14.48,Casa & Cozinha,Panela,10,9,5
